,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn,customer_percentage_by_state,total_charge,total_calls,total_minutes,day_charge_per_call,eve_charge_per_call,night_charge_per_call,intl_charge_per_call,day_call_length_per_call,eve_call_length_per_call,night_call_length_per_call,intl_call_length_per_call,day_charge_per_min,eve_charge_per_min,night_charge_per_min,intl_charge_per_min,day_charge_percentage,eve_charge_percentage,night_charge_percentage,intl_charge_percentage
2564,MT,16,510,0,0,0,153.2,65,26.04,229.7,90,19.52,148.2,94,6.67,10.7,8,2.89,1,0,0.006,55.0,257.0,542.0,0.401,0.217,0.071,0.361,2.357,2.552,1.577,1.337,0.17,0.085,0.045,0.27,0.473,0.355,0.121,0.053
2565,IL,183,510,0,0,0,108.3,87,18.41,183.6,116,15.61,176.6,109,7.95,13.5,2,3.65,0,0,0.072,46.0,314.0,482.0,0.212,0.135,0.073,1.825,1.245,1.583,1.62,6.75,0.17,0.085,0.045,0.27,0.4,0.339,0.173,0.079
2566,DC,147,408,0,0,0,168.6,92,28.66,187.7,107,15.95,216.5,95,9.74,14.4,8,3.89,2,0,0.004,58.0,302.0,587.0,0.312,0.149,0.103,0.486,1.833,1.754,2.279,1.8,0.17,0.085,0.045,0.27,0.494,0.275,0.168,0.067
2567,KY,58,415,0,0,0,247.2,116,42.02,303.7,103,25.81,105.4,94,4.74,9.3,2,2.51,2,1,0.025,75.0,315.0,666.0,0.362,0.251,0.05,1.255,2.131,2.949,1.121,4.65,0.17,0.085,0.045,0.27,0.56,0.344,0.063,0.033
2568,MS,102,510,1,0,0,224.2,81,38.11,243.3,90,20.68,147.8,66,6.65,12.0,8,3.24,3,0,0.017,69.0,245.0,627.0,0.47,0.23,0.101,0.405,2.768,2.703,2.239,1.5,0.17,0.085,0.045,0.27,0.552,0.3,0.096,0.047
2569,TN,123,415,0,0,0,166.9,98,28.37,221.8,77,18.85,243.9,114,10.98,12.8,4,3.46,3,0,0.038,62.0,293.0,645.0,0.289,0.245,0.096,0.865,1.703,2.881,2.139,3.2,0.17,0.085,0.045,0.27,0.458,0.304,0.177,0.056
2570,IA,64,415,0,1,43,118.4,100,20.13,144.1,108,12.25,158.1,91,7.11,8.5,6,2.3,1,0,0.018,42.0,305.0,429.0,0.201,0.113,0.078,0.383,1.184,1.334,1.737,1.417,0.17,0.085,0.045,0.271,0.479,0.292,0.169,0.055
2571,AK,103,510,0,0,0,190.9,62,32.45,226.6,53,19.26,230.1,96,10.35,7.8,3,2.11,2,0,0.004,64.0,214.0,655.0,0.523,0.363,0.108,0.703,3.079,4.275,2.397,2.6,0.17,0.085,0.045,0.271,0.507,0.301,0.162,0.033
2572,MN,152,415,0,0,0,317.8,60,54.03,152.9,100,13.0,123.4,63,5.55,10.4,7,2.81,1,1,0.032,75.0,230.0,604.0,0.9,0.13,0.088,0.401,5.297,1.529,1.959,1.486,0.17,0.085,0.045,0.27,0.72,0.173,0.074,0.037
2573,WV,124,415,0,0,0,312.0,112,53.04,180.0,109,15.3,168.6,94,7.59,12.8,4,3.46,1,1,0.01,79.0,319.0,673.0,0.474,0.14,0.081,0.865,2.786,1.651,1.794,3.2,0.17,0.085,0.045,0.27,0.671,0.194,0.096,0.044
2574,OR,97,415,0,0,0,146.0,121,24.82,203.0,141,17.26,151.8,120,6.83,13.3,2,3.59,1,0,0.024,52.0,384.0,514.0,0.205,0.122,0.057,1.795,1.207,1.44,1.265,6.65,0.17,0.085,0.045,0.27,0.477,0.332,0.131,0.069
2575,MS,131,415,0,0,0,131.6,95,22.37,179.3,109,15.24,251.2,129,11.3,15.5,3,4.19,1,1,0.017,53.0,336.0,578.0,0.235,0.14,0.088,1.397,1.385,1.645,1.947,5.167,0.17,0.085,0.045,0.27,0.422,0.288,0.213,0.079
2576,ME,57,415,0,1,33,193.4,105,32.88,231.6,79,19.69,226.2,90,10.18,11.1,11,3.0,2,0,0.008,66.0,285.0,662.0,0.313,0.249,0.113,0.273,1.842,2.932,2.513,1.009,0.17,0.085,0.045,0.27,0.498,0.298,0.154,0.045
2577,MN,157,510,0,0,0,185.1,92,31.47,213.0,85,18.11,196.1,85,8.82,8.5,5,2.3,2,0,0.032,61.0,267.0,603.0,0.342,0.213,0.104,0.46,2.012,2.506,2.307,1.7,0.17,0.085,0.045,0.271,0.516,0.297,0.145,0.038
2578,GA,194,510,0,0,0,193.3,106,32.86,169.0,150,14.37,225.2,122,10.13,11.8,4,3.19,0,0,0.06,61.0,382.0,599.0,0.31,0.096,0.083,0.797,1.824,1.127,1.846,2.95,0.17,0.085,0.045,0.27,0.539,0.236,0.166,0.052
2579,DC,66,415,0,0,0,146.4,107,24.89,196.5,99,16.7,230.1,106,10.35,7.8,2,2.11,1,0,0.004,54.0,314.0,581.0,0.233,0.169,0.098,1.055,1.368,1.985,2.171,3.9,0.17,0.085,0.045,0.271,0.461,0.309,0.192,0.039
2580,GA,155,510,0,0,0,71.2,90,12.1,304.4,119,25.87,183.3,103,8.25,8.6,4,2.32,0,0,0.06,49.0,316.0,568.0,0.134,0.217,0.08,0.58,0.791,2.558,1.78,2.15,0.17,0.085,0.045,0.27,0.247,0.528,0.168,0.047
2581,NY,123,415,0,0,0,123.2,104,20.94,190.0,117,16.15,170.3,95,7.66,12.9,5,3.48,4,1,0.109,48.0,321.0,496.0,0.201,0.138,0.081,0.696,1.185,1.624,1.793,2.58,0.17,0.085,0.045,0.27,0.436,0.336,0.16,0.072
2582,OK,116,510,0,0,0,205.0,90,34.85,140.9,114,11.98,272.6,96,12.27,7.5,4,2.03,2,0,0.022,61.0,304.0,626.0,0.387,0.105,0.128,0.507,2.278,1.236,2.84,1.875,0.17,0.085,0.045,0.271,0.571,0.196,0.201,0.033
2583,OK,63,415,0,0,0,128.7,78,21.88,240.8,133,20.47,237.7,121,10.7,12.8,6,3.46,1,0,0.022,57.0,338.0,620.0,0.281,0.154,0.088,0.577,1.65,1.811,1.964,2.133,0.17,0.085,0.045,0.27,0.384,0.359,0.188,0.061
2584,GA,64,510,0,0,0,216.9,78,36.87,211.0,115,17.94,179.8,116,8.09,11.4,5,3.08,3,0,0.06,66.0,314.0,619.0,0.473,0.156,0.07,0.616,2.781,1.835,1.55,2.28,0.17,0.085,0.045,0.27,0.559,0.272,0.123,0.047
2585,NJ,96,510,0,0,0,150.0,122,25.5,218.5,116,18.57,212.4,89,9.56,9.8,1,2.65,3,0,0.05,56.0,328.0,591.0,0.209,0.16,0.107,2.65,1.23,1.884,2.387,9.8,0.17,0.085,0.045,0.27,0.455,0.332,0.171,0.047
2586,MN,53,415,0,0,0,164.1,106,27.9,206.0,56,17.51,194.7,124,8.76,11.4,2,3.08,1,0,0.032,57.0,288.0,576.0,0.263,0.313,0.071,1.54,1.548,3.679,1.57,5.7,0.17,0.085,0.045,0.27,0.489,0.307,0.154,0.054
2587,ME,105,510,0,0,0,212.0,113,36.04,226.6,128,19.26,193.6,114,8.71,8.9,7,2.4,3,0,0.008,66.0,362.0,641.0,0.319,0.15,0.076,0.343,1.876,1.77,1.698,1.271,0.17,0.085,0.045,0.27,0.546,0.292,0.132,0.036
2588,MI,53,510,0,1,37,167.3,99,28.44,194.7,99,16.55,236.7,112,10.65,12.0,9,3.24,2,0,0.056,59.0,319.0,611.0,0.287,0.167,0.095,0.36,1.69,1.967,2.113,1.333,0.17,0.085,0.045,0.27,0.482,0.281,0.181,0.055
2589,MT,101,415,0,0,0,154.4,130,26.25,217.2,101,18.46,185.4,52,8.34,13.9,4,3.75,1,0,0.006,57.0,287.0,571.0,0.202,0.183,0.16,0.937,1.188,2.15,3.565,3.475,0.17,0.085,0.045,0.27,0.461,0.324,0.146,0.066
2590,NE,129,510,0,1,30,177.3,95,30.14,211.8,102,18.0,240.2,108,10.81,9.3,7,2.51,3,0,0.011,61.0,312.0,639.0,0.317,0.176,0.1,0.359,1.866,2.076,2.224,1.329,0.17,0.085,0.045,0.27,0.494,0.295,0.177,0.041
2591,ND,122,408,0,0,0,231.2,141,39.3,267.8,136,22.76,240.3,100,10.81,8.8,5,2.38,1,1,0.004,75.0,382.0,748.0,0.279,0.167,0.108,0.476,1.64,1.969,2.403,1.76,0.17,0.085,0.045,0.27,0.524,0.303,0.144,0.032
2592,VA,163,415,0,0,0,202.9,100,34.49,178.6,46,15.18,203.8,116,9.17,12.8,3,3.46,5,0,0.048,62.0,265.0,598.0,0.345,0.33,0.079,1.153,2.029,3.883,1.757,4.267,0.17,0.085,0.045,0.27,0.556,0.245,0.148,0.056
2593,VT,93,408,0,0,0,149.6,120,25.43,200.7,85,17.06,181.2,107,8.15,14.3,9,3.86,0,0,0.004,54.0,321.0,546.0,0.212,0.201,0.076,0.429,1.247,2.361,1.693,1.589,0.17,0.085,0.045,0.27,0.471,0.316,0.151,0.071
2594,OH,115,510,1,0,0,345.3,81,58.7,203.4,106,17.29,217.5,107,9.79,11.8,8,3.19,1,1,0.065,89.0,302.0,778.0,0.725,0.163,0.091,0.399,4.263,1.919,2.033,1.475,0.17,0.085,0.045,0.27,0.66,0.194,0.11,0.036
2595,AL,25,408,0,0,0,264.9,80,45.03,281.2,66,23.9,166.1,80,7.47,8.4,4,2.27,1,1,0.028,79.0,230.0,721.0,0.563,0.362,0.093,0.567,3.311,4.261,2.076,2.1,0.17,0.085,0.045,0.27,0.57,0.303,0.095,0.029
2596,DC,73,408,0,0,0,122.0,92,20.74,138.3,114,11.76,224.2,128,10.09,5.8,5,1.57,1,0,0.004,44.0,339.0,490.0,0.225,0.103,0.079,0.314,1.326,1.213,1.752,1.16,0.17,0.085,0.045,0.271,0.471,0.267,0.229,0.036
2597,ND,120,415,0,0,0,177.2,88,30.12,270.4,99,22.98,231.5,90,10.42,14.0,2,3.78,2,0,0.004,67.0,279.0,693.0,0.342,0.232,0.116,1.89,2.014,2.731,2.572,7.0,0.17,0.085,0.045,0.27,0.45,0.343,0.156,0.056
2598,TN,196,415,0,0,0,133.1,80,22.63,206.5,120,17.55,221.6,96,9.97,10.3,8,2.78,1,0,0.038,53.0,304.0,572.0,0.283,0.146,0.104,0.347,1.664,1.721,2.308,1.287,0.17,0.085,0.045,0.27,0.427,0.331,0.188,0.052
2599,DE,97,510,0,0,0,225.1,90,38.27,279.5,127,23.76,233.8,103,10.52,8.8,4,2.38,0,1,0.005,75.0,324.0,747.0,0.425,0.187,0.102,0.595,2.501,2.201,2.27,2.2,0.17,0.085,0.045,0.27,0.51,0.317,0.14,0.032
2600,NY,148,408,0,0,0,208.4,120,35.43,174.4,99,14.82,310.7,105,13.98,11.2,4,3.02,1,0,0.109,67.0,328.0,705.0,0.295,0.15,0.133,0.755,1.737,1.762,2.959,2.8,0.17,0.085,0.045,0.27,0.529,0.221,0.209,0.045
2601,AL,85,408,0,1,30,173.1,107,29.43,247.2,101,21.01,158.7,104,7.14,11.5,5,3.11,1,0,0.028,61.0,317.0,590.0,0.275,0.208,0.069,0.622,1.618,2.448,1.526,2.3,0.17,0.085,0.045,0.27,0.482,0.344,0.117,0.051
2602,OK,86,510,1,0,0,162.4,131,27.61,167.0,102,14.2,128.9,118,5.8,11.4,2,3.08,2,1,0.022,51.0,353.0,470.0,0.211,0.139,0.049,1.54,1.24,1.637,1.092,5.7,0.17,0.085,0.045,0.27,0.541,0.278,0.114,0.06
2603,MS,78,415,0,1,13,281.2,93,47.8,178.2,101,15.15,244.2,129,10.99,6.4,5,1.73,2,0,0.017,76.0,328.0,710.0,0.514,0.15,0.085,0.346,3.024,1.764,1.893,1.28,0.17,0.085,0.045,0.27,0.629,0.199,0.145,0.023
2604,MD,106,415,0,0,0,208.3,89,35.41,169.4,67,14.4,102.0,90,4.59,15.9,4,4.29,3,0,0.034,59.0,250.0,496.0,0.398,0.215,0.051,1.072,2.34,2.528,1.133,3.975,0.17,0.085,0.045,0.27,0.6,0.244,0.078,0.073
2605,NE,147,415,0,1,38,243.4,126,41.38,273.8,109,23.27,282.9,91,12.73,14.1,8,3.81,2,0,0.011,81.0,334.0,814.0,0.328,0.213,0.14,0.476,1.932,2.512,3.109,1.762,0.17,0.085,0.045,0.27,0.511,0.287,0.157,0.047
2606,AR,145,415,0,0,0,224.2,89,38.11,314.9,121,26.77,182.9,121,8.23,16.1,3,4.35,1,1,0.017,77.0,334.0,738.0,0.428,0.221,0.068,1.45,2.519,2.602,1.512,5.367,0.17,0.085,0.045,0.27,0.495,0.348,0.107,0.056
2607,IL,91,415,0,0,0,189.3,100,32.18,239.3,107,20.34,89.7,89,4.04,9.9,3,2.67,3,0,0.072,59.0,299.0,528.0,0.322,0.19,0.045,0.89,1.893,2.236,1.008,3.3,0.17,0.085,0.045,0.27,0.545,0.345,0.068,0.045
2608,IN,81,408,0,1,46,168.3,124,28.61,270.9,103,23.03,222.5,98,10.01,6.7,2,1.81,4,0,0.038,63.0,327.0,668.0,0.231,0.224,0.102,0.905,1.357,2.63,2.27,3.35,0.17,0.085,0.045,0.27,0.454,0.366,0.159,0.029
2609,UT,116,415,0,1,24,232.9,90,39.59,152.1,94,12.93,344.3,82,15.49,10.7,6,2.89,1,0,0.018,71.0,272.0,740.0,0.44,0.138,0.189,0.482,2.588,1.618,4.199,1.783,0.17,0.085,0.045,0.27,0.558,0.182,0.218,0.041
2610,LA,69,415,0,1,37,155.0,98,26.35,142.4,105,12.1,143.7,117,6.47,5.9,4,1.59,1,0,0.026,47.0,324.0,447.0,0.269,0.115,0.055,0.397,1.582,1.356,1.228,1.475,0.17,0.085,0.045,0.269,0.561,0.257,0.138,0.034
2611,ID,135,510,0,0,0,154.4,130,26.25,203.8,90,17.32,158.7,59,7.14,11.8,3,3.19,0,0,0.01,54.0,282.0,529.0,0.202,0.192,0.121,1.063,1.188,2.264,2.69,3.933,0.17,0.085,0.045,0.27,0.486,0.321,0.132,0.059
2612,KY,73,510,0,0,0,234.7,102,39.9,195.7,110,16.63,253.4,71,11.4,8.4,8,2.27,2,0,0.025,70.0,291.0,692.0,0.391,0.151,0.161,0.284,2.301,1.779,3.569,1.05,0.17,0.085,0.045,0.27,0.57,0.238,0.163,0.032
2613,MI,48,415,0,0,0,240.0,88,40.8,141.0,117,11.99,128.9,137,5.8,7.1,9,1.92,1,0,0.056,61.0,351.0,517.0,0.464,0.102,0.042,0.213,2.727,1.205,0.941,0.789,0.17,0.085,0.045,0.27,0.669,0.197,0.095,0.031
2614,NH,125,415,1,0,0,298.4,78,50.73,270.5,142,22.99,107.3,84,4.83,12.2,2,3.29,0,1,0.008,82.0,306.0,688.0,0.65,0.162,0.057,1.645,3.826,1.905,1.277,6.1,0.17,0.085,0.045,0.27,0.619,0.28,0.059,0.04
2615,WV,100,415,0,0,0,166.0,102,28.22,236.1,97,20.07,134.3,93,6.04,10.9,4,2.94,1,0,0.01,57.0,296.0,547.0,0.277,0.207,0.065,0.735,1.627,2.434,1.444,2.725,0.17,0.085,0.045,0.27,0.495,0.352,0.106,0.052
2616,OR,165,415,0,1,33,111.6,140,18.97,213.3,111,18.13,267.6,115,12.04,16.0,3,4.32,0,0,0.024,53.0,369.0,608.0,0.135,0.163,0.105,1.44,0.797,1.922,2.327,5.333,0.17,0.085,0.045,0.27,0.358,0.342,0.227,0.082
2617,SD,64,415,0,0,0,174.5,98,29.67,180.2,103,15.32,179.0,89,8.06,10.7,2,2.89,2,0,0.005,56.0,292.0,544.0,0.303,0.149,0.091,1.445,1.781,1.75,2.011,5.35,0.17,0.085,0.045,0.27,0.53,0.274,0.144,0.052
2618,MD,116,510,1,1,27,175.5,137,29.84,210.6,60,17.9,294.8,121,13.27,6.9,5,1.86,1,0,0.034,63.0,323.0,688.0,0.218,0.298,0.11,0.372,1.281,3.51,2.436,1.38,0.17,0.085,0.045,0.27,0.474,0.284,0.211,0.03
2619,ND,147,408,1,1,35,157.5,109,26.78,189.6,67,16.12,227.0,76,10.22,11.1,2,3.0,3,1,0.004,56.0,254.0,585.0,0.246,0.241,0.134,1.5,1.445,2.83,2.987,5.55,0.17,0.085,0.045,0.27,0.478,0.288,0.182,0.054
2620,TN,115,415,0,0,0,206.2,113,35.05,176.4,102,14.99,297.1,119,13.37,11.0,7,2.97,1,0,0.038,66.0,341.0,691.0,0.31,0.147,0.112,0.424,1.825,1.729,2.497,1.571,0.17,0.085,0.045,0.27,0.531,0.227,0.203,0.045
2621,MO,84,415,0,1,35,207.5,138,35.28,201.0,116,17.09,164.5,107,7.4,7.5,16,2.03,4,0,0.034,62.0,377.0,580.0,0.256,0.147,0.069,0.127,1.504,1.733,1.537,0.469,0.17,0.085,0.045,0.271,0.569,0.276,0.119,0.033
2622,IL,86,510,0,1,16,144.8,105,24.62,206.2,111,17.53,255.4,117,11.49,11.6,2,3.13,4,0,0.072,57.0,335.0,618.0,0.234,0.158,0.098,1.565,1.379,1.858,2.183,5.8,0.17,0.085,0.045,0.27,0.432,0.308,0.202,0.055
2623,UT,134,415,0,0,0,258.8,85,44.0,129.5,114,11.01,193.6,106,8.71,10.9,7,2.94,2,0,0.018,67.0,312.0,593.0,0.518,0.097,0.082,0.42,3.045,1.136,1.826,1.557,0.17,0.085,0.045,0.27,0.657,0.164,0.13,0.044
2624,MI,105,415,0,0,0,226.9,106,38.57,182.2,77,15.49,203.9,107,9.18,11.6,2,3.13,0,1,0.056,66.0,292.0,625.0,0.364,0.201,0.086,1.565,2.141,2.366,1.906,5.8,0.17,0.085,0.045,0.27,0.584,0.235,0.139,0.047
2625,AR,88,408,0,0,0,152.9,119,25.99,171.2,107,14.55,257.0,106,11.57,12.0,5,3.24,2,0,0.017,55.0,337.0,593.0,0.218,0.136,0.109,0.648,1.285,1.6,2.425,2.4,0.17,0.085,0.045,0.27,0.473,0.265,0.21,0.059
2626,TX,90,408,0,1,27,156.7,51,26.64,236.5,118,20.1,123.2,111,5.54,12.6,6,3.4,2,0,0.163,56.0,286.0,529.0,0.522,0.17,0.05,0.567,3.073,2.004,1.11,2.1,0.17,0.085,0.045,0.27,0.476,0.359,0.099,0.061
2627,AK,86,408,0,0,0,150.8,85,25.64,295.9,88,25.15,247.2,104,11.12,12.5,1,3.38,1,0,0.004,65.0,278.0,706.0,0.302,0.286,0.107,3.38,1.774,3.362,2.377,12.5,0.17,0.085,0.045,0.27,0.394,0.387,0.171,0.052
2628,TN,37,415,0,0,0,221.0,126,37.57,204.5,110,17.38,118.0,98,5.31,6.8,3,1.84,4,0,0.038,62.0,337.0,550.0,0.298,0.158,0.054,0.613,1.754,1.859,1.204,2.267,0.17,0.085,0.045,0.271,0.606,0.28,0.086,0.03
2629,NH,141,415,0,1,32,322.4,92,54.81,283.2,107,24.07,209.5,111,9.43,6.7,3,1.81,1,1,0.008,90.0,313.0,822.0,0.596,0.225,0.085,0.603,3.504,2.647,1.887,2.233,0.17,0.085,0.045,0.27,0.609,0.267,0.105,0.02
2630,NM,148,408,0,0,0,153.6,148,26.11,262.1,87,22.28,225.5,99,10.15,9.8,3,2.65,2,0,0.012,61.0,337.0,651.0,0.176,0.256,0.103,0.883,1.038,3.013,2.278,3.267,0.17,0.085,0.045,0.27,0.428,0.365,0.166,0.043
2631,MN,163,408,0,1,22,215.1,91,36.57,138.9,102,11.81,146.2,109,6.58,12.4,2,3.35,2,0,0.032,58.0,304.0,513.0,0.402,0.116,0.06,1.675,2.364,1.362,1.341,6.2,0.17,0.085,0.045,0.27,0.631,0.204,0.113,0.058
2632,IA,89,415,0,1,35,174.4,108,29.65,196.7,100,16.72,127.4,74,5.73,11.8,3,3.19,1,0,0.018,55.0,285.0,510.0,0.275,0.167,0.077,1.063,1.615,1.967,1.722,3.933,0.17,0.085,0.045,0.27,0.539,0.304,0.104,0.058
2633,RI,63,415,0,0,0,180.5,126,30.69,230.0,98,19.55,232.5,73,10.46,10.6,3,2.86,0,0,0.006,64.0,300.0,654.0,0.244,0.199,0.143,0.953,1.433,2.347,3.185,3.533,0.17,0.085,0.045,0.27,0.48,0.305,0.163,0.045
2634,AL,102,415,0,0,0,123.1,106,20.93,182.0,102,15.47,244.6,75,11.01,12.6,7,3.4,2,0,0.028,51.0,290.0,562.0,0.197,0.152,0.147,0.486,1.161,1.784,3.261,1.8,0.17,0.085,0.045,0.27,0.41,0.303,0.216,0.067
2635,NC,76,510,0,0,0,165.7,94,28.17,257.4,80,21.88,170.8,114,7.69,10.0,4,2.7,1,0,0.059,60.0,292.0,604.0,0.3,0.273,0.067,0.675,1.763,3.217,1.498,2.5,0.17,0.085,0.045,0.27,0.469,0.365,0.128,0.045
2636,SD,104,408,0,0,0,200.2,92,34.03,118.7,87,10.09,236.6,65,10.65,6.0,6,1.62,2,0,0.005,56.0,250.0,562.0,0.37,0.116,0.164,0.27,2.176,1.364,3.64,1.0,0.17,0.085,0.045,0.27,0.608,0.18,0.19,0.029
2637,MT,109,510,0,0,0,154.8,82,26.32,287.7,109,24.45,208.4,80,9.38,5.9,9,1.59,3,0,0.006,62.0,280.0,657.0,0.321,0.224,0.117,0.177,1.888,2.639,2.605,0.656,0.17,0.085,0.045,0.269,0.425,0.394,0.151,0.026
2638,HI,105,510,0,0,0,125.4,116,21.32,261.5,95,22.23,241.6,104,10.87,11.4,9,3.08,2,0,0.008,57.0,324.0,640.0,0.184,0.234,0.105,0.342,1.081,2.753,2.323,1.267,0.17,0.085,0.045,0.27,0.374,0.39,0.191,0.054
2639,MT,63,415,0,1,33,184.2,111,31.31,312.6,89,26.57,264.0,55,11.88,12.2,4,3.29,1,0,0.006,73.0,259.0,773.0,0.282,0.299,0.216,0.822,1.659,3.512,4.8,3.05,0.17,0.085,0.045,0.27,0.429,0.364,0.163,0.045
2640,KY,105,415,0,1,24,274.7,99,46.7,193.5,118,16.45,299.6,109,13.48,10.8,3,2.92,3,0,0.025,80.0,329.0,779.0,0.472,0.139,0.124,0.973,2.775,1.64,2.749,3.6,0.17,0.085,0.045,0.27,0.584,0.206,0.168,0.036
2641,DC,68,415,1,1,39,142.0,140,24.14,241.6,89,20.54,302.0,72,13.59,11.3,5,3.05,1,0,0.004,61.0,306.0,697.0,0.172,0.231,0.189,0.61,1.014,2.715,4.194,2.26,0.17,0.085,0.045,0.27,0.396,0.337,0.223,0.05
2642,CO,63,408,1,1,21,151.5,99,25.76,147.8,89,12.56,210.4,114,9.47,10.0,4,2.7,1,0,0.032,50.0,306.0,520.0,0.26,0.141,0.083,0.675,1.53,1.661,1.846,2.5,0.17,0.085,0.045,0.27,0.515,0.251,0.189,0.054
2643,MI,74,415,0,0,0,124.8,114,21.22,133.0,121,11.31,160.3,85,7.21,10.6,7,2.86,3,0,0.056,43.0,327.0,429.0,0.186,0.093,0.085,0.409,1.095,1.099,1.886,1.514,0.17,0.085,0.045,0.27,0.493,0.263,0.168,0.067
2644,AL,76,415,0,0,0,179.2,85,30.46,222.9,66,18.95,188.2,113,8.47,12.4,2,3.35,0,0,0.028,61.0,266.0,603.0,0.358,0.287,0.075,1.675,2.108,3.377,1.665,6.2,0.17,0.085,0.045,0.27,0.499,0.311,0.139,0.055
2645,KS,91,408,1,0,0,246.4,110,41.89,182.0,98,15.47,157.6,106,7.09,12.1,2,3.27,2,1,0.016,68.0,316.0,598.0,0.381,0.158,0.067,1.635,2.24,1.857,1.487,6.05,0.17,0.085,0.045,0.27,0.616,0.227,0.104,0.048
2646,NC,101,415,0,0,0,232.7,114,39.56,186.4,123,15.84,153.3,122,6.9,11.5,6,3.11,5,0,0.059,65.0,365.0,584.0,0.347,0.129,0.057,0.518,2.041,1.515,1.257,1.917,0.17,0.085,0.045,0.27,0.609,0.244,0.106,0.048
2647,SC,116,408,0,0,0,288.0,120,48.96,255.8,90,21.74,233.4,99,10.5,13.4,4,3.62,0,1,0.029,85.0,313.0,791.0,0.408,0.242,0.106,0.905,2.4,2.842,2.358,3.35,0.17,0.085,0.045,0.27,0.576,0.256,0.124,0.043
2648,CO,131,415,0,1,23,170.8,145,29.04,236.7,93,20.12,294.5,100,13.25,12.7,1,3.43,1,0,0.032,66.0,339.0,715.0,0.2,0.216,0.132,3.43,1.178,2.545,2.945,12.7,0.17,0.085,0.045,0.27,0.44,0.305,0.201,0.052
2649,MN,84,415,0,0,0,216.1,114,36.74,197.5,107,16.79,217.8,104,9.8,9.8,3,2.65,1,0,0.032,66.0,328.0,641.0,0.322,0.157,0.094,0.883,1.896,1.846,2.094,3.267,0.17,0.085,0.045,0.27,0.557,0.254,0.148,0.04
2650,WY,104,415,0,0,0,138.7,100,23.58,215.4,58,18.31,164.3,98,7.39,4.9,4,1.32,2,0,0.003,51.0,260.0,523.0,0.236,0.316,0.075,0.33,1.387,3.714,1.677,1.225,0.17,0.085,0.045,0.269,0.462,0.359,0.145,0.026
2651,FL,108,510,0,0,0,210.7,112,35.82,238.7,73,20.29,253.6,90,11.41,9.2,5,2.48,3,0,0.12,70.0,280.0,712.0,0.32,0.278,0.127,0.496,1.881,3.27,2.818,1.84,0.17,0.085,0.045,0.27,0.512,0.29,0.163,0.035
2652,NY,111,415,0,0,0,181.8,117,30.91,158.1,91,13.44,266.2,123,11.98,9.7,9,2.62,0,0,0.109,59.0,340.0,616.0,0.264,0.148,0.097,0.291,1.554,1.737,2.164,1.078,0.17,0.085,0.045,0.27,0.524,0.228,0.203,0.044
2653,OK,155,408,0,1,30,61.6,103,10.47,255.1,110,21.68,225.9,96,10.17,12.4,5,3.35,1,0,0.022,46.0,314.0,555.0,0.102,0.197,0.106,0.67,0.598,2.319,2.353,2.48,0.17,0.085,0.045,0.27,0.228,0.471,0.221,0.073
2654,ME,66,510,0,0,0,207.7,85,35.31,196.7,112,16.72,261.7,83,11.78,6.8,3,1.84,1,0,0.008,66.0,283.0,673.0,0.415,0.149,0.142,0.613,2.444,1.756,3.153,2.267,0.17,0.085,0.045,0.271,0.535,0.253,0.178,0.028
2655,NE,64,510,0,0,0,219.2,73,37.26,167.0,65,14.2,161.4,119,7.26,10.0,5,2.7,1,0,0.011,61.0,262.0,558.0,0.51,0.218,0.061,0.54,3.003,2.569,1.356,2.0,0.17,0.085,0.045,0.27,0.611,0.233,0.119,0.044
2656,OH,69,415,0,0,0,227.0,122,38.59,258.7,111,21.99,169.7,87,7.64,8.9,1,2.4,2,0,0.065,71.0,321.0,664.0,0.316,0.198,0.088,2.4,1.861,2.331,1.951,8.9,0.17,0.085,0.045,0.27,0.544,0.31,0.108,0.034
2657,CT,116,415,0,0,0,245.9,73,41.8,240.1,87,20.41,158.7,89,7.14,8.9,5,2.4,3,0,0.02,72.0,254.0,654.0,0.573,0.235,0.08,0.48,3.368,2.76,1.783,1.78,0.17,0.085,0.045,0.27,0.581,0.283,0.099,0.033
2658,DC,101,415,0,0,0,257.3,84,43.74,184.8,115,15.71,108.9,109,4.9,13.5,7,3.65,0,0,0.004,68.0,315.0,564.0,0.521,0.137,0.045,0.521,3.063,1.607,0.999,1.929,0.17,0.085,0.045,0.27,0.643,0.231,0.072,0.054
2659,OK,15,415,0,0,0,121.1,130,20.59,216.0,86,18.36,235.1,33,10.58,16.1,5,4.35,2,0,0.022,54.0,254.0,588.0,0.158,0.213,0.321,0.87,0.932,2.512,7.124,3.22,0.17,0.085,0.045,0.27,0.381,0.34,0.196,0.081
2660,NJ,88,415,0,0,0,301.5,136,51.26,257.7,72,21.9,132.9,118,5.98,13.4,2,3.62,4,1,0.05,83.0,328.0,706.0,0.377,0.304,0.051,1.81,2.217,3.579,1.126,6.7,0.17,0.085,0.045,0.27,0.618,0.264,0.072,0.044
